episode,cumulative_reward,success,episode_length,final_absolute_error,epsilon,mean_loss,elapsed_seconds
30,-18.507433203328407,False,150,0.06835286913914917,0.8647077305675338,0.0377381386483709,46.08480109399534
31,-39.6513100588694,False,150,0.3521761466037385,0.8603841919146962,0.03174092227903505,47.98906859400449
32,-0.3552710206247909,True,57,0.01006621708951877,0.8560822709551227,0.031108657837632978,48.72485774298548
33,15.729759716941043,True,20,0.011722080569486232,0.851801859600347,0.040286364126950504,48.997338698012754
34,17.584180975332856,True,9,0.016808368791549434,0.8475428503023453,0.04396627605375317,49.095190519990865
35,-15.846897107176488,False,150,0.12303023529957352,0.8433051360508336,0.04120305364951491,51.27852389001055
36,-2.3071526982355905,True,95,0.02016555082691318,0.8390886103705794,0.03328346698299835,52.685992334008915
37,23.323700848408045,True,51,0.015807268908969566,0.8348931673187264,0.034273628656770666,53.34153557798709
38,-4.912451355555104,False,150,0.02267869387120519,0.8307187014821328,0.04266055059308807,55.371521038992796
39,-5.934915057476616,True,111,0.008519191877496834,0.8265651079747222,0.0385046247225087,56.68685777898645
40,9.596333063207567,True,42,0.024020420425659328,0.8224322824348486,0.040101757184380575,57.33049557698541
41,16.79303571366472,True,61,0.0013907159469633834,0.8183201210226743,0.03248253281487793,58.08220391100622
42,8.564861977333198,True,108,0.003309526878605862,0.8142285204175609,0.03392897298801,59.52893421400222
43,-98.98632901906967,False,150,0.2521873734460946,0.810157377815473,0.03848542312781016,61.85350070800632
44,10.423546866397373,True,35,0.012291901244522063,0.8061065909263957,0.034026559974466054,62.338812765985494
45,-7.640420379489665,True,80,0.012413876850769445,0.8020760579717637,0.03741387985646725,63.389020555012394
46,15.646737726870924,True,23,0.006270879088401571,0.798065677681905,0.03708444090317125,63.67637180999736
47,13.820076510496438,True,24,0.00894492244033357,0.7940753492934954,0.042888654939209424,64.08027425600449
48,10.728048134129494,True,37,0.005747886180854422,0.7901049725470279,0.030535947707657878,64.53591724700527
49,13.38060910832137,True,46,0.006508352300817033,0.7861544476842928,0.029939076174860416,65.08559209399391
50,17.5852831231663,True,37,0.02233612945597402,0.7822236754458713,0.031902763665326545,65.66937098599738
51,6.689850546140224,True,30,0.0086070552018368,0.778312557068642,0.0333807196157674,66.07985149000888
52,8.635681183822445,True,96,0.007809013526946851,0.7744209942832988,0.0379287818116912,67.31962128699524
53,15.448181033274158,True,21,0.0013152181736282853,0.7705488893118823,0.03632754433367934,67.56764940998983
54,14.701977521623483,True,20,0.015785080530463846,0.7666961448653229,0.028183300327509642,67.88361995000741
55,2.9304197543184216,True,89,0.00345137743148094,0.7628626641409962,0.032489305707427224,69.31268836499657
56,21.993686540126507,True,41,7.112400895931126e-05,0.7590483508202912,0.03341939143563916,69.75861358401016
57,15.772931426437571,True,78,0.006186602781535724,0.7552531090661897,0.04017785392128504,70.94775023599504
58,7.908461127243936,True,34,0.010118116242237685,0.7514768435208588,0.033607751350192464,71.42869290299132
59,-1.5654777776682813,True,123,0.020240831534758197,0.7477194593032545,0.03129785319381371,73.1092015769973
60,11.671959535265342,True,33,0.0159353263092884,0.7439808620067382,0.03193878314711831,73.64695462401141
61,17.4405863430351,True,9,0.004735803267317339,0.7402609576967045,0.032255129888653755,73.77240651799366
62,17.625590397417547,True,28,0.03838714006399396,0.736559652908221,0.030540009228778735,74.15312446799362
63,18.897133876429873,True,88,0.018256885142560464,0.7328768546436799,0.03908157541247254,75.175124211004
64,13.265476688658236,True,41,0.01762283911597054,0.7292124703704616,0.032534240631432065,75.82081694499357
65,18.572319158725442,True,30,0.0074545319334188564,0.7255664080186093,0.029440374796589217,76.22059748601168
66,18.217702850000933,True,52,0.003691083514678256,0.7219385759785162,0.02904840361756774,76.78249616999528
67,-14.001664671720942,True,126,0.01161477323301846,0.7183288830986236,0.03443278776600011,78.52011352698901
68,6.69545470457524,True,32,0.013251460248380975,0.7147372386831305,0.030067566025536507,78.91979135599104
69,16.873402091204117,True,16,2.874010739466193e-05,0.7111635524897149,0.029976709047332406,79.15383268799633
70,10.580137859960086,True,34,0.026249088414052046,0.7076077347272662,0.030937209232326818,79.5363094949862
71,7.06485246657394,False,150,0.003083235508828136,0.7040696960536299,0.03890395869811376,81.82307598899934
72,0.6198640835471352,True,125,0.029543411503644368,0.7005493475733617,0.03546633096039295,83.64599501198973
73,13.121468320200801,True,28,0.025131989099125007,0.697046600835495,0.033114626604531495,83.97917014500126
74,10.572232321521728,True,121,0.0023860946478057032,0.6935613678313175,0.04106020853539144,85.576870038989
75,18.16776052003261,True,47,0.0012806620395883206,0.6900935609921609,0.038207917929963864,86.20783420099178
76,10.609241655142977,True,36,0.01654102586602163,0.6866430931872001,0.03876853687688708,86.65289428501274
77,10.931259285245323,True,63,0.02953172063636983,0.6832098777212641,0.03773024669360547,87.53303525398951
78,12.247595581237693,True,105,0.03065444332091702,0.6797938283326578,0.04585467474091621,89.01143443200272
79,-0.28066411660984514,True,53,0.016405708639712413,0.6763948591909945,0.04196580822737712,91.59901593398536
80,19.075573291908952,True,120,0.010403528000463902,0.6730128848950395,0.0456447447805355,93.59937989900936
81,22.550011398410422,True,24,0.00344937118429145,0.6696478204705644,0.05863466300070286,93.91605097998399
82,6.357844248860782,True,35,0.0024737512834077657,0.6662995813682115,0.048417883100254196,94.40366034398903
83,5.70699369172216,True,66,0.013904889181830637,0.6629680834613705,0.04957038466113083,95.32116204799968
84,-0.18844154751860032,True,44,0.02599755361481282,0.6596532430440636,0.049509269185364246,95.88895296500414
85,22.72306184520712,True,60,0.024611976797889956,0.6563549768288433,0.044882672776778536,96.76004721899517
86,15.221631671575595,True,20,0.015283525737742276,0.653073201944699,0.0703928355127573,97.05687421301263
87,17.358953220397233,True,9,0.01690125043138719,0.6498078359349755,0.05245903486178981,97.19682075700257
88,5.550120619451625,True,55,0.022107534845659527,0.6465587967553006,0.05038089115511287,97.89051598598599
89,17.799790429510175,True,8,0.025831952158576588,0.6433260027715241,0.06833049328997731,97.99928886498674
90,8.018145744199863,True,42,0.029587139087426162,0.6401093727576664,0.05452709055195252,98.66316610798822
91,15.636985594127328,True,18,0.023700824245993846,0.6369088258938781,0.05008659604936838,98.9569755079865
92,16.90834144242108,True,16,0.02369800433161065,0.6337242817644086,0.046261020353995264,99.17361014799098
93,16.522621667629572,True,16,0.008602705375382269,0.6305556603555866,0.06371054716873914,99.47788365199813
94,9.893177973362619,True,37,0.008490273595426978,0.6274028820538087,0.05336111909835725,100.09885462600505
95,16.359825448179617,True,16,0.025091181471077972,0.6242658676435396,0.056896670372225344,100.32677246298408
96,15.537641954375431,True,20,0.02639554565234148,0.6211445383053219,0.06269489405676723,100.70758821399068
97,7.17027114117518,True,34,0.01162507383706457,0.6180388156137953,0.0628724417046589,101.27012461598497
98,11.606187837710605,True,40,0.0009086674682567963,0.6149486215357263,0.050861690659075975,101.91716106800595
99,10.78208353235386,True,45,0.003237464993873229,0.6118738784280476,0.051997246344884236,102.51083080400713
100,6.4202538814395655,True,33,0.031629556767868716,0.6088145090359074,0.058876958026578934,102.97871803899761
101,15.82952781477943,True,18,0.01426908470089383,0.6057704364907278,0.07737529567546314,103.27955512600602
102,14.661917323060333,True,21,0.02097994855090185,0.6027415843082742,0.051445292575018745,103.54712670200388
103,6.151433590566738,True,34,0.010645714536651751,0.5997278763867329,0.04926863362026565,104.0649806119909
104,13.624881984340027,True,22,0.002731214550366512,0.5967292370047992,0.05674102648415349,104.37202030199114
105,16.672128705400972,True,26,0.005906840059285934,0.5937455908197752,0.08489605913368556,104.68740177399013
106,17.62156227286905,True,10,0.0158681703222337,0.5907768628656763,0.06546329036355018,104.81750893499702
107,14.073899882743717,True,46,0.02165628079950388,0.5878229785513479,0.06913815216039834,105.50536697698408
108,3.2595837473869276,True,61,0.004569572381703413,0.5848838636585911,0.06087234255964639,106.33184928499395
109,8.092538293683901,True,30,0.02146884266782345,0.5819594443402982,0.053617833430568376,106.74374946398893
110,16.60863885823637,True,18,0.006083806155028723,0.5790496471185967,0.06866533226437038,106.99674575100653
111,13.520468902401625,True,23,0.031885526226294536,0.5761543988830038,0.0757781775749248,107.30976531701162
112,9.24896855689585,True,51,0.007145889407930095,0.5732736268885887,0.06395769363963137,107.9230245409999
113,17.29098690757528,True,34,0.00175390390810784,0.5704072587541458,0.07733528442023431,108.37211746600224
114,16.560693337791598,True,42,0.026540218435063156,0.567555222460375,0.06248498122606959,108.95865640699049
115,14.268426119768993,True,46,0.017084349797163,0.5647174463480732,0.05668036473672027,109.54004490698571
116,15.527497626148397,True,66,0.010490852608318557,0.5618938591163328,0.0627766176493782,110.63184726799955
117,17.045128978928552,True,25,0.011688074125913495,0.5590843898207511,0.0655386396497488,111.0123350500071
118,16.29645440238528,True,41,0.0023925884538557735,0.5562889678716474,0.08090374900436983,111.59161998800118
119,22.747673098882657,True,45,0.018893817790509665,0.5535075230322891,0.06864086935917536,112.28683636299684
120,19.068404640257356,True,26,0.014956279802343292,0.5507399854171277,0.06682481022121814,112.64217291300884
121,26.815365120628844,True,57,0.03513867524731851,0.547986285490042,0.06669410180888678,113.51185551300296
122,-0.14678190201521346,True,50,0.011551988910640465,0.5452463540625918,0.06587528891861438,114.15281173100811
123,16.195863113645466,True,18,0.013377575163384017,0.5425201222922789,0.07170897484239605,114.37219165000715
124,4.112471493892369,True,37,0.009817096757566146,0.5398075216808175,0.05798421598769523,114.92533953400562
125,17.92308248579502,True,8,0.009614689208769733,0.5371084840724134,0.07930022338405252,115.02817874000175
126,23.300010536279295,True,47,0.022090799608893763,0.5344229416520513,0.07490053959190845,115.71881886199117
127,12.125898749753834,True,25,0.013349802822533174,0.531750826943791,0.08587012484669686,116.0251107760123
128,10.874595321435482,True,30,0.012682587848639293,0.5290920728090721,0.07298895474523306,116.40701606799848
129,17.428872802807017,True,13,0.012104701735239753,0.5264466124450268,0.058687228996020094,116.54742549499497
130,17.05673144168686,True,29,0.00478364052228164,0.5238143793828016,0.0608254738537402,116.92542057001265
131,7.24158678674139,True,30,0.009867260270025602,0.5211953074858876,0.09300220857063929,117.3790606269904
132,17.160055318893864,True,13,0.0003070388360523757,0.5185893309484582,0.08682920669133846,117.57177445600973
133,18.97779451473616,True,25,0.03957199999266919,0.5159963842937159,0.06575001306831836,117.95417011200334
134,16.91674656793475,True,17,0.0043962389973006,0.5134164023722473,0.06560635150355451,118.15396237399545
135,13.503481209106395,True,54,0.006636616324469102,0.510849320360386,0.08452029277880986,118.92359972599661
136,4.614994356525128,True,39,0.03729318519483016,0.5082950737585841,0.07366500193109879,119.47568047200912
137,17.59804183198139,True,8,0.014231235101079688,0.5057535983897912,0.0800073561258614,119.56198976098676
138,10.827599051780998,True,36,0.004397044432177255,0.5032248303978422,0.06823584313193957,120.32422723600757
139,11.25662515018521,True,23,1.1288798871911254e-05,0.500708706245853,0.08138747958709365,120.78586574899964
140,17.68602115334943,True,8,0.0025820862454504316,0.4982051627146237,0.08147908444516361,120.89142627699766
141,23.94322559338761,True,19,0.007834060630387257,0.49571413690105054,0.06615251106651206,121.15906129099312
142,6.517043932201338,True,44,0.02569796173432315,0.4932355662165453,0.08708362086591395,121.72644395599491
143,17.088032825640404,True,12,0.027825341931233122,0.4907693883854626,0.05737725334862868,121.87344575300813
144,17.626440495823044,True,8,7.988803352554363e-05,0.4883155414435353,0.057905411813408136,121.97617170700687
145,16.877162117883564,True,42,0.0005659469857665078,0.4858739637363176,0.10115617699921131,122.62079226301285
146,16.07242781831883,True,19,0.003162225842504418,0.483444593917636,0.08892584896009219,122.88252959901001
147,17.701601883466356,True,8,0.03182380762269171,0.4810273709480478,0.07297750026918948,122.98621298000216
148,17.085048018302768,True,13,0.01316034240672559,0.47862223409330756,0.08752774303922287,123.18910175099154
149,13.617509166966194,True,35,0.0010223655114879326,0.47622912292284103,0.08760270449732031,123.70448887799284
150,14.33912794329226,True,19,0.02456513668059601,0.4738479773082268,0.07464786354256303,123.94993208500091
151,11.047774482116802,True,25,0.027365454319651983,0.47147873742168567,0.09696934066712856,124.27176693099318
152,8.06023330364842,True,34,0.002984997074867768,0.46912134373457726,0.0681586019037401,124.72779994399752
153,17.453552607120947,True,13,0.0029011537716502195,0.46677573701590436,0.09362129179330972,124.93554005000624
154,10.587333529598254,True,28,0.007454189982784243,0.46444185833082485,0.08037367789074779,125.32203098598984
155,23.08506461608922,True,42,0.00591058271958167,0.46211964903917074,0.08724261208304337,125.8494757389999
156,15.843496687430887,True,17,0.004833728661236214,0.4598090507939749,0.10108290349735934,126.14377061300911
157,21.08655087482184,True,23,0.03203957475913996,0.457510005540005,0.09475489519536495,126.43733488500584
158,14.888738611503504,True,20,0.0038688647421739053,0.45522245551230495,0.10047067664563655,126.65586810800596
159,13.644349317951129,True,23,0.001799776629784311,0.4529463432347434,0.08045270998516808,126.95386060199235
160,11.71586752552539,True,46,0.00707255552531727,0.4506816115185697,0.09526047252280556,127.67494987900136
161,7.374708884209392,True,36,0.0038841115542429527,0.4484282034609769,0.07977091997034019,128.19429599298746
162,8.631593470834197,True,33,0.03577699017692265,0.446186062443672,0.0791853169035731,128.65616912700352
163,16.688366165035404,True,66,0.004307827061305725,0.4439551321314536,0.0944836816440026,129.5474817350041
164,17.454593420028687,True,11,0.006334771500557987,0.4417353564707963,0.0968501591546969,129.67810379900038
165,18.114331303094513,True,40,0.0193264269342886,0.43952667968844233,0.08675441914238036,130.22588171099778
166,13.654698331560938,True,22,0.02852362398190228,0.43732904629000013,0.07728888441554525,130.53257072798442
167,11.988225495186633,True,26,0.004430806448436908,0.4351424010585501,0.10368296597152948,131.02302928001154
168,29.534545863093804,True,46,0.03132147291940757,0.43296668905325736,0.0765368191363371,131.61791828798596
169,3.8035602384246845,True,35,0.014633427964178991,0.43080185560799106,0.09564634673297405,132.13812233699718
170,17.660786269034723,True,26,0.0031319314076141413,0.4286478463299511,0.0965932638456042,132.4320377149852
171,23.21616883415263,True,17,0.011522906639821445,0.42650460709830135,0.09587610074702431,132.6619618590048
172,17.363014743709936,True,21,0.002450379195870489,0.42437208406280985,0.10005382608090128,132.97968223699718
173,10.22814437225461,True,23,0.024598896347231114,0.4222502236424958,0.08350967737319677,133.30514372399193
174,12.589898778055794,True,22,0.01365515696845332,0.42013897252428334,0.09208502222529867,133.62222191799083
175,17.42447619843297,True,41,0.0066740713153568,0.4180382776616619,0.10453868012239294,134.3032965179882
176,22.28154410655261,True,26,0.006016086696660997,0.4159480862733536,0.09029301728766698,134.63340350901126
177,8.2221857727709,True,56,0.003680342565407946,0.41386834584198684,0.0839447903313807,135.40599592699436
178,13.212150199059398,True,20,0.009045459309798942,0.4117990041127769,0.09686967665329575,135.61930410799687
179,17.716607180290158,True,25,0.033896620066258876,0.40974000909221303,0.09492314234375954,135.89421090998803
180,10.782538106178981,True,31,0.002677274244821559,0.40769130904675194,0.11854750086222926,136.31405228798394
181,13.064238801432657,True,21,0.0012648378207716915,0.40565285250151817,0.09406184156735738,136.61512639798457
182,22.96415426654275,True,16,0.0012305555077578093,0.4036245882390106,0.10953561984933913,136.7997077369946
183,16.06924998080358,True,17,0.01724008757402501,0.4016064652978155,0.08462487796650213,137.00162613400607
184,16.25995611716062,True,26,0.03591524525442791,0.3995984329713264,0.09512508008629084,137.32081670398475
185,16.188293125107883,True,16,0.008828492463273996,0.3976004408064698,0.0934022068977356,137.54060382800526
186,16.901739277876914,True,13,0.005184923142094955,0.39561243860243744,0.10879933447218858,137.73088970899698
187,20.953456605179234,True,37,0.005627424300887474,0.3936343764094253,0.09229638850366748,138.20434146901243
188,11.836442813696339,True,26,0.022689620175183056,0.39166620452737816,0.09843815719852081,138.51875931798713
189,15.162086958135477,True,18,0.009148431003172253,0.3897078735047413,0.07505837817572886,138.78403976600384
190,11.589052178461134,True,27,0.007169117755438492,0.3877593341372176,0.09098347379929489,139.15281659399625
191,18.87915079634404,True,27,0.0016615927618968684,0.3858205374665315,0.0876033738669422,139.5427374409919
192,13.417257328180131,True,20,0.005120229150450739,0.38389143477919885,0.11819934025406838,139.86141525299172
193,17.07226339231711,True,30,0.004192957557846211,0.3819719776053028,0.0977340734253327,140.26281671901233
194,12.86387687739916,True,22,0.012368137893184916,0.3800621177172763,0.11588674682107838,140.6127954380063
195,12.82733244546689,True,21,0.02482477816549944,0.37816180712868996,0.10849221822406564,140.91536173698842
196,17.028526237013285,True,15,0.0045326926058733286,0.37627099809304654,0.0944131538271904,141.15188516999478
197,10.026408185251057,True,30,0.008100325576960388,0.3743896431025813,0.11675309625764688,141.53984827300883
198,14.196733688341919,True,19,0.008961458620790841,0.37251769488706843,0.11415743994477548,141.7803106229985
199,15.49287606049329,True,18,0.006277276327936232,0.3706551064126331,0.12548616838951906,142.07095645699883
200,13.860674853657837,True,21,0.03812135030806535,0.36880183088056995,0.08703759286020483,142.3913884999929
201,10.72283360636211,True,35,0.010753308343981138,0.3669578217261671,0.09685182582054819,143.03576744601014
202,19.223105779333856,True,15,0.003780804515558455,0.36512303261753626,0.11937564872205257,143.288704333012
203,19.2485915817786,True,45,0.014050068997912835,0.3632974174544486,0.09894743309252792,143.82792968201102
204,9.965198201144812,True,25,0.005988021624700468,0.3614809303671764,0.09265185661613941,144.24324077300844
205,14.87998816911131,True,18,0.012138818687901176,0.3596735257153405,0.10546034015715122,144.5268623860029
206,12.79876792859286,True,21,0.009736719799256499,0.3578751580867638,0.10567428242592584,144.78425135699217
207,14.224575820239261,True,25,0.001082117459163645,0.35608578229633,0.12046407811343669,145.12918941499083
208,12.351363132102414,True,22,0.0023490808259215568,0.3543053533848483,0.1043530043891885,145.4037008319865
209,17.427790734544395,True,8,0.03834862657384126,0.35253382661792404,0.07643691310659051,145.51829906800413
210,15.708882205799455,True,18,0.005405526561405527,0.3507711574848344,0.1347382597418295,145.76083929100423
211,22.87256770863314,True,19,0.00024975308809349617,0.34901730169741024,0.0895955772384217,145.9917269849975
212,13.83330252605956,True,21,0.002561209133246478,0.3472722151889232,0.10858340100163505,146.29694623098476
213,15.365158687590156,True,31,0.0007170866309378909,0.3455358541129786,0.11444408446550369,146.7672016310098
214,17.567768361233174,True,22,0.0116139828431302,0.3438081748424137,0.08170145064253699,147.08982636098517
215,17.218209870625287,True,24,0.009447012976310454,0.3420891339682016,0.12244862007598083,147.3919314990053
216,13.327339073084294,True,19,0.02058746024642144,0.3403786882983606,0.14869655707949087,147.67489130501053
217,8.083521047839895,True,32,0.001401719268759094,0.3386767948568688,0.10006036702543497,148.1610089179885
218,10.108760157739743,True,26,0.011203305696511623,0.33698341088258443,0.09756595003776826,148.47709096598555
219,22.3186788624851,True,24,0.00787287414486429,0.3352984938281715,0.11036660879229505,148.75510756199947
220,14.944601278909248,True,22,0.011742277691580594,0.33362200135903064,0.09820059669966047,149.06292021198897
221,17.70512825798942,True,8,0.0029634225780529946,0.33195389135223546,0.08636486507020891,149.20981810698868
222,16.19055512500927,True,17,0.011413855394376449,0.3302941218954743,0.13971193288179004,149.4331321429927
223,10.840841968823224,True,24,0.025430649063615807,0.32864265128599696,0.12877288227900863,149.75289897999028
224,15.654471473535523,True,17,0.008096372982577149,0.326999438029567,0.10324216173852191,150.032386270992
225,10.36278752856888,True,25,0.0011302772023868979,0.3253644408394192,0.09944918885827064,150.4319620989845
226,10.113642673904542,True,28,0.019904706224250446,0.3237376186352221,0.12212331686168909,150.9006319970067
227,17.430268586357123,True,10,0.0037931752140915598,0.322118930542046,0.13603194672614335,151.02741952298675
228,16.78651784195099,True,15,0.021695274446768248,0.32050833588933575,0.16157297988732655,151.23006581698428
229,13.107530491892248,True,20,0.015593360124695033,0.31890579420988907,0.09861465021967888,151.51771439099684
230,12.389168624905869,True,23,0.010647937398427398,0.3173112652388396,0.0999625519565914,151.81084179200116
231,17.27075636778027,True,13,0.006054519694491722,0.3157247089126454,0.13710103986354974,151.9732070399914
232,10.627594365284311,True,24,0.01394008171570893,0.3141460853680822,0.1530672082056602,152.28275161999045
233,16.938445280119776,True,14,0.011799494538746375,0.3125753549412418,0.1591303242104394,152.49988643600955
234,11.962943103956059,True,31,0.007053385452011951,0.31101247816653554,0.1379513929808332,152.9431573629845
235,12.562760578934103,True,23,0.007517372171240655,0.30945741577570285,0.1330351891077083,153.27925676701125
236,17.67764638711815,True,9,0.002790411023325272,0.3079101286968243,0.11880720986260308,153.38391565700294
237,14.483694476610982,True,20,0.009148272511935396,0.3063705780533402,0.09663120415061713,153.74494887000765
238,7.7422013297677035,True,27,0.02548237824659938,0.30483872516307353,0.1477663352119702,154.08533374298713
239,11.745129688736052,True,26,0.004811569795801995,0.3033145315372582,0.14589727433541647,154.4928088200104
240,15.378358633257449,True,28,0.009874594107155299,0.3017979588795719,0.12534483043210848,154.90873771801125
241,13.489906290499494,True,23,0.006538130305948853,0.30028896908517405,0.09595144783025203,155.22064581199083
242,21.110717501782347,True,31,0.0025104801639848073,0.2987875242397482,0.12095944186852824,155.6618515959999
243,17.63492468940094,True,11,0.013382069857406753,0.29729358661854943,0.12063887546008284,155.81715864798753
244,16.75331703554839,True,14,0.0025101653642214394,0.29580711868545667,0.12426458458815302,156.0256040279928
245,13.029566716810223,True,21,0.01146605402286982,0.2943280830920294,0.09957126004710085,156.31215699401218
246,19.857237117004114,True,27,0.00028130350459565356,0.29285644267656924,0.10868259381364893,156.6168964309909
247,22.728955611609855,True,22,0.006621716802221289,0.2913921604631864,0.1206306882033294,156.90043590401183
248,16.838321277452632,True,13,0.03357783155353433,0.28993519966087045,0.131857018917799,157.08357548501226
249,17.501634500420188,True,11,0.01069554568488762,0.2884855236625661,0.14685406772927803,157.29879614899983
250,16.788885370921342,True,15,0.006119995655368027,0.28704309604425327,0.13614962249994278,157.49458537998726
251,12.36965627130121,True,24,0.02349795375928565,0.285607880564032,0.11958665315372248,157.78494544199202
252,17.467724891961552,True,11,0.00164726624166818,0.28417984116121187,0.13388816030188042,157.96598494899808
253,14.700887330062688,True,20,0.005696217922324609,0.2827589419554058,0.171283499058336,158.31886176299304
254,14.195425243617501,True,22,0.0006237393587475437,0.28134514724562876,0.13923085701059212,158.69274091601255
255,15.331144773680716,True,17,0.03178476647309275,0.2799384215094006,0.1239870921434725,158.89160214699223
256,13.864133267570287,True,21,0.006292622929460978,0.27853872940185365,0.13471534200722263,159.19451594600105
257,11.41235162006924,True,25,0.0015360090172311658,0.27714603575484437,0.11183271922171116,159.54102452998632
258,11.177234313639929,True,24,0.003947255352395707,0.2757603055760701,0.12876597597884634,159.8333200449997
259,23.031156583037223,True,25,0.011331299540246226,0.2743815040481898,0.13767364867031573,160.18504190800013
260,13.529370913351887,True,21,0.017851988555659615,0.2730095965279488,0.10971940362027713,160.49652182499995
261,13.898819108516909,True,20,0.007651590721897805,0.27164454854530906,0.1376877742819488,160.87504808299127
262,15.460911068692802,True,19,0.009594731500705833,0.2702863258025825,0.11650223382993748,161.15612893601065
263,13.0290814449545,True,22,0.0022376808136084225,0.2689348941735696,0.12116810620169748,161.41189318700344
264,12.4597768249223,True,21,0.0015727941130954104,0.26759021970270175,0.14415957131201312,161.6908674639999
265,14.857480119960382,True,29,0.0031058446433112064,0.2662522686041882,0.11270691236031466,162.04657744799624
266,14.339618213451468,True,21,0.0020338177808092994,0.2649210072611673,0.10890195084114869,162.33249973101192
267,13.903855860824114,True,20,0.00019389322428964295,0.26359640222486147,0.1312853878363967,162.58810526199522
268,10.757108945772051,True,26,0.0069570322419343356,0.26227842021373715,0.14194622535545093,163.10579706699355
269,9.245371247874573,True,25,0.0302325182048937,0.2609670281126685,0.13426042526960372,163.48154006298864
270,12.072975190263241,True,22,0.009686255600936722,0.25966219297210513,0.10869808156381953,163.81481726901256
271,13.143800750165246,True,22,0.010878987379027705,0.2583638820072446,0.1502206368710507,164.1609170740121
272,10.160429025907069,True,25,0.006758347510015916,0.2570720625972084,0.12689679462462664,164.44911020199652
273,17.082021796063053,True,14,0.007091585313105581,0.25578670228422234,0.12944605840103968,164.66458616699674
274,15.736058721067092,True,18,8.121045779801994e-05,0.25450776877280124,0.15117834239370292,164.9051949600107
275,17.174953159317376,True,13,0.005849811764772478,0.2532352299289372,0.1290220679858556,165.06181073299376
276,21.8015845451082,True,24,0.003918653808377914,0.2519690537792925,0.15808266882474223,165.44717736999155
277,17.879038581601343,True,8,0.0018578743067712532,0.2507092085103961,0.195965473074466,165.5468722830119
278,12.94417526954785,True,22,0.009424240670032447,0.2494556624678441,0.12844206375831907,165.8022074509936
279,13.225063362531364,True,21,0.0034221735476738235,0.24820838415550486,0.1707372030331975,166.1131870239915
280,8.998904952872545,True,29,0.0042243106041568446,0.24696734223472733,0.1317354898642877,166.53167935300735
281,13.699108473747037,True,22,0.00615412993025688,0.2457325055235537,0.12119657478549263,166.81457634200342
282,15.015971385478043,True,19,0.0006705582996974213,0.24450384299593592,0.1541590928835304,167.0583426170051
283,15.579756835568697,True,18,0.0029257400361017427,0.24328132378095624,0.11023230685128106,167.29397891100962
